sample,response,sample_type,population,count,total_count,percentage
sample04428,no,PBMC,cd8_t_cell,30276,95446,31.72
sample04428,no,PBMC,monocyte,16342,95446,17.12
sample04428,no,PBMC,nk_cell,12035,95446,12.61
sample04429,no,PBMC,b_cell,6350,104527,6.07
sample04429,no,PBMC,cd4_t_cell,34252,104527,32.77
sample04429,no,PBMC,cd8_t_cell,26624,104527,25.47
sample04429,no,PBMC,monocyte,22572,104527,21.59
sample04429,no,PBMC,nk_cell,14729,104527,14.09
sample04430,no,PBMC,b_cell,11253,89691,12.55
sample04430,no,PBMC,cd4_t_cell,27675,89691,30.86
sample04430,no,PBMC,cd8_t_cell,21165,89691,23.6
sample04430,no,PBMC,monocyte,20167,89691,22.48
sample04430,no,PBMC,nk_cell,9431,89691,10.51
sample04434,yes,PBMC,b_cell,6779,93222,7.27
sample04434,yes,PBMC,cd4_t_cell,37214,93222,39.92
sample04434,yes,PBMC,cd8_t_cell,27482,93222,29.48
sample04434,yes,PBMC,monocyte,13290,93222,14.26
sample04434,yes,PBMC,nk_cell,8457,93222,9.07
sample04435,yes,PBMC,b_cell,5372,92131,5.83
sample04435,yes,PBMC,cd4_t_cell,34535,92131,37.48
sample04435,yes,PBMC,cd8_t_cell,20320,92131,22.06
sample04435,yes,PBMC,monocyte,19140,92131,20.77
sample04435,yes,PBMC,nk_cell,12764,92131,13.85
sample04436,yes,PBMC,b_cell,3423,107254,3.19
sample04436,yes,PBMC,cd4_t_cell,23063,107254,21.5
sample04436,yes,PBMC,cd8_t_cell,25611,107254,23.88
sample04436,yes,PBMC,monocyte,35064,107254,32.69
sample04436,yes,PBMC,nk_cell,20093,107254,18.73
sample04449,no,PBMC,b_cell,4988,91892,5.43
sample04449,no,PBMC,cd4_t_cell,24358,91892,26.51
sample04449,no,PBMC,cd8_t_cell,29057,91892,31.62
sample04449,no,PBMC,monocyte,16056,91892,17.47
sample04449,no,PBMC,nk_cell,17433,91892,18.97
sample04450,no,PBMC,b_cell,9545,91422,10.44
sample04450,no,PBMC,cd4_t_cell,31750,91422,34.73
sample04450,no,PBMC,cd8_t_cell,17254,91422,18.87
sample04450,no,PBMC,monocyte,23852,91422,26.09
sample04450,no,PBMC,nk_cell,9021,91422,9.87
sample04451,no,PBMC,b_cell,16414,105296,15.59
sample04451,no,PBMC,cd4_t_cell,33040,105296,31.38
sample04451,no,PBMC,cd8_t_cell,19921,105296,18.92
sample04451,no,PBMC,monocyte,14999,105296,14.24
sample04451,no,PBMC,nk_cell,20922,105296,19.87
sample04461,yes,PBMC,b_cell,18282,107057,17.08
sample04461,yes,PBMC,cd4_t_cell,23428,107057,21.88
sample04461,yes,PBMC,cd8_t_cell,22440,107057,20.96
sample04461,yes,PBMC,monocyte,32520,107057,30.38
sample04461,yes,PBMC,nk_cell,10387,107057,9.7
sample04462,yes,PBMC,b_cell,7883,102811,7.67
sample04462,yes,PBMC,cd4_t_cell,36543,102811,35.54
sample04462,yes,PBMC,cd8_t_cell,16414,102811,15.97
sample04462,yes,PBMC,monocyte,22265,102811,21.66
sample04462,yes,PBMC,nk_cell,19706,102811,19.17
sample04463,yes,PBMC,b_cell,8567,103405,8.28
sample04463,yes,PBMC,cd4_t_cell,29258,103405,28.29
sample04463,yes,PBMC,cd8_t_cell,35648,103405,34.47
sample04463,yes,PBMC,monocyte,15328,103405,14.82
sample04463,yes,PBMC,nk_cell,14604,103405,14.12
sample04491,yes,PBMC,b_cell,9774,100843,9.69
sample04491,yes,PBMC,cd4_t_cell,31258,100843,31.0
sample04491,yes,PBMC,cd8_t_cell,24891,100843,24.68
sample04491,yes,PBMC,monocyte,17055,100843,16.91
sample04491,yes,PBMC,nk_cell,17865,100843,17.72
sample04492,yes,PBMC,b_cell,15673,104323,15.02
sample04492,yes,PBMC,cd4_t_cell,26189,104323,25.1
sample04492,yes,PBMC,cd8_t_cell,30108,104323,28.86
sample04492,yes,PBMC,monocyte,21028,104323,20.16
sample04492,yes,PBMC,nk_cell,11325,104323,10.86
sample04493,yes,PBMC,b_cell,12084,94992,12.72
sample04493,yes,PBMC,cd4_t_cell,32803,94992,34.53
sample04493,yes,PBMC,cd8_t_cell,21418,94992,22.55
sample04493,yes,PBMC,monocyte,13188,94992,13.88
sample04493,yes,PBMC,nk_cell,15499,94992,16.32
sample07503,no,PBMC,b_cell,6370,94421,6.75
sample07503,no,PBMC,cd4_t_cell,27233,94421,28.84
sample07503,no,PBMC,cd8_t_cell,24275,94421,25.71
sample07503,no,PBMC,monocyte,19683,94421,20.85
sample07503,no,PBMC,nk_cell,16860,94421,17.86
sample07504,no,PBMC,b_cell,8649,96051,9.0
sample07504,no,PBMC,cd4_t_cell,28995,96051,30.19
sample07504,no,PBMC,cd8_t_cell,22655,96051,23.59
sample07504,no,PBMC,monocyte,15405,96051,16.04
sample07504,no,PBMC,nk_cell,20347,96051,21.18
sample07505,no,PBMC,b_cell,6955,103364,6.73
sample07505,no,PBMC,cd4_t_cell,46789,103364,45.27
sample07505,no,PBMC,cd8_t_cell,17274,103364,16.71
sample07505,no,PBMC,monocyte,17414,103364,16.85
sample07505,no,PBMC,nk_cell,14932,103364,14.45
sample07506,yes,PBMC,b_cell,8964,110719,8.1
sample07506,yes,PBMC,cd4_t_cell,43831,110719,39.59
sample07506,yes,PBMC,cd8_t_cell,26253,110719,23.71
sample07506,yes,PBMC,monocyte,17421,110719,15.73
sample07506,yes,PBMC,nk_cell,14250,110719,12.87
sample07507,yes,PBMC,b_cell,13715,107946,12.71
sample07507,yes,PBMC,cd4_t_cell,16917,107946,15.67
sample07507,yes,PBMC,cd8_t_cell,28301,107946,26.22
sample07507,yes,PBMC,monocyte,28671,107946,26.56
sample07507,yes,PBMC,nk_cell,20342,107946,18.84
sample07508,yes,PBMC,b_cell,17593,101838,17.28
sample07508,yes,PBMC,cd4_t_cell,32215,101838,31.63
sample07508,yes,PBMC,cd8_t_cell,28234,101838,27.72
sample07508,yes,PBMC,monocyte,15105,101838,14.83
sample07508,yes,PBMC,nk_cell,8691,101838,8.53
sample07515,no,PBMC,b_cell,8730,106161,8.22
sample07515,no,PBMC,cd4_t_cell,27210,106161,25.63
sample07515,no,PBMC,cd8_t_cell,34039,106161,32.06
sample07515,no,PBMC,monocyte,20374,106161,19.19
sample07515,no,PBMC,nk_cell,15808,106161,14.89
sample07516,no,PBMC,b_cell,10922,105587,10.34
sample07516,no,PBMC,cd4_t_cell,28129,105587,26.64
sample07516,no,PBMC,cd8_t_cell,25361,105587,24.02
sample07516,no,PBMC,monocyte,20954,105587,19.85
sample07516,no,PBMC,nk_cell,20221,105587,19.15
sample07517,no,PBMC,b_cell,8127,101396,8.02
sample07517,no,PBMC,cd4_t_cell,24877,101396,24.53
sample07517,no,PBMC,cd8_t_cell,28677,101396,28.28
sample07517,no,PBMC,monocyte,20138,101396,19.86
sample07517,no,PBMC,nk_cell,19577,101396,19.31
sample07527,yes,PBMC,b_cell,15634,108211,14.45
sample07527,yes,PBMC,cd4_t_cell,34996,108211,32.34
sample07527,yes,PBMC,cd8_t_cell,25497,108211,23.56
sample07527,yes,PBMC,monocyte,18223,108211,16.84
sample07527,yes,PBMC,nk_cell,13861,108211,12.81
sample07528,yes,PBMC,b_cell,5649,92159,6.13
sample07528,yes,PBMC,cd4_t_cell,35763,92159,38.81
sample07528,yes,PBMC,cd8_t_cell,22946,92159,24.9
sample07528,yes,PBMC,monocyte,15408,92159,16.72
sample07528,yes,PBMC,nk_cell,12393,92159,13.45
sample07529,yes,PBMC,b_cell,7441,92996,8.0
sample07529,yes,PBMC,cd4_t_cell,25089,92996,26.98
sample07529,yes,PBMC,cd8_t_cell,28160,92996,30.28
sample07529,yes,PBMC,monocyte,12696,92996,13.65
sample07529,yes,PBMC,nk_cell,19610,92996,21.09
sample07542,no,PBMC,b_cell,11845,105427,11.24
sample07542,no,PBMC,cd4_t_cell,33677,105427,31.94
sample07542,no,PBMC,cd8_t_cell,25128,105427,23.83
sample07542,no,PBMC,monocyte,23438,105427,22.23
sample07542,no,PBMC,nk_cell,11339,105427,10.76
sample07543,no,PBMC,b_cell,8406,91956,9.14
sample07543,no,PBMC,cd4_t_cell,23538,91956,25.6
sample07543,no,PBMC,cd8_t_cell,15291,91956,16.63
sample07543,no,PBMC,monocyte,24063,91956,26.17
sample07543,no,PBMC,nk_cell,20658,91956,22.47
sample07544,no,PBMC,b_cell,5055,104144,4.85
sample07544,no,PBMC,cd4_t_cell,35356,104144,33.95
sample07544,no,PBMC,cd8_t_cell,28862,104144,27.71
sample07544,no,PBMC,monocyte,25487,104144,24.47
sample07544,no,PBMC,nk_cell,9384,104144,9.01
sample07551,yes,PBMC,b_cell,7370,94482,7.8
sample07551,yes,PBMC,cd4_t_cell,27102,94482,28.68
sample07551,yes,PBMC,cd8_t_cell,20972,94482,22.2
sample07551,yes,PBMC,monocyte,25736,94482,27.24
sample07551,yes,PBMC,nk_cell,13302,94482,14.08
sample07552,yes,PBMC,b_cell,11685,100899,11.58
sample07552,yes,PBMC,cd4_t_cell,32731,100899,32.44
sample07552,yes,PBMC,cd8_t_cell,31233,100899,30.95
sample07552,yes,PBMC,monocyte,13817,100899,13.69
sample07552,yes,PBMC,nk_cell,11433,100899,11.33
sample07553,yes,PBMC,b_cell,6360,91151,6.98
sample07553,yes,PBMC,cd4_t_cell,24284,91151,26.64
sample07553,yes,PBMC,cd8_t_cell,18533,91151,20.33
sample07553,yes,PBMC,monocyte,20419,91151,22.4
sample07553,yes,PBMC,nk_cell,21555,91151,23.65
sample07560,yes,PBMC,b_cell,11021,112532,9.79
sample07560,yes,PBMC,cd4_t_cell,32511,112532,28.89
sample07560,yes,PBMC,cd8_t_cell,34539,112532,30.69
sample07560,yes,PBMC,monocyte,16195,112532,14.39
sample07560,yes,PBMC,nk_cell,18266,112532,16.23
sample07561,yes,PBMC,b_cell,9515,95194,10.0
sample07561,yes,PBMC,cd4_t_cell,23299,95194,24.48
sample07561,yes,PBMC,cd8_t_cell,29199,95194,30.67
sample07561,yes,PBMC,monocyte,15245,95194,16.01
sample07561,yes,PBMC,nk_cell,17936,95194,18.84
sample07562,yes,PBMC,b_cell,9789,101792,9.62
sample07562,yes,PBMC,cd4_t_cell,28884,101792,28.38
sample07562,yes,PBMC,cd8_t_cell,36773,101792,36.13
sample07562,yes,PBMC,monocyte,12829,101792,12.6
sample07562,yes,PBMC,nk_cell,13517,101792,13.28
sample07575,yes,PBMC,b_cell,6324,107827,5.86
sample07575,yes,PBMC,cd4_t_cell,35458,107827,32.88
sample07575,yes,PBMC,cd8_t_cell,20207,107827,18.74
sample07575,yes,PBMC,monocyte,25014,107827,23.2
sample07575,yes,PBMC,nk_cell,20824,107827,19.31
sample07576,yes,PBMC,b_cell,13142,94975,13.84
sample07576,yes,PBMC,cd4_t_cell,23550,94975,24.8
sample07576,yes,PBMC,cd8_t_cell,22644,94975,23.84
sample07576,yes,PBMC,monocyte,17330,94975,18.25
sample07576,yes,PBMC,nk_cell,18309,94975,19.28
sample07577,yes,PBMC,b_cell,6834,108626,6.29
sample07577,yes,PBMC,cd4_t_cell,29264,108626,26.94
sample07577,yes,PBMC,cd8_t_cell,29993,108626,27.61
sample07577,yes,PBMC,monocyte,18473,108626,17.01
sample07577,yes,PBMC,nk_cell,24062,108626,22.15
sample07587,yes,PBMC,b_cell,7542,107238,7.03
sample07587,yes,PBMC,cd4_t_cell,34911,107238,32.55
sample07587,yes,PBMC,cd8_t_cell,28481,107238,26.56
sample07587,yes,PBMC,monocyte,27498,107238,25.64
sample07587,yes,PBMC,nk_cell,8806,107238,8.21
sample07588,yes,PBMC,b_cell,4188,102202,4.1
sample07588,yes,PBMC,cd4_t_cell,34559,102202,33.81
sample07588,yes,PBMC,cd8_t_cell,32230,102202,31.54
sample07588,yes,PBMC,monocyte,15407,102202,15.08
sample07588,yes,PBMC,nk_cell,15818,102202,15.48
sample07589,yes,PBMC,b_cell,10300,96060,10.72
sample07589,yes,PBMC,cd4_t_cell,28701,96060,29.88
sample07589,yes,PBMC,cd8_t_cell,21100,96060,21.97
sample07589,yes,PBMC,monocyte,20833,96060,21.69
sample07589,yes,PBMC,nk_cell,15126,96060,15.75
sample07593,yes,PBMC,b_cell,10343,109494,9.45
sample07593,yes,PBMC,cd4_t_cell,23676,109494,21.62
sample07593,yes,PBMC,cd8_t_cell,26644,109494,24.33
sample07593,yes,PBMC,monocyte,26323,109494,24.04
sample07593,yes,PBMC,nk_cell,22508,109494,20.56
sample07594,yes,PBMC,b_cell,14426,111131,12.98
sample07594,yes,PBMC,cd4_t_cell,38310,111131,34.47
sample07594,yes,PBMC,cd8_t_cell,18923,111131,17.03
sample07594,yes,PBMC,monocyte,26254,111131,23.62
sample07594,yes,PBMC,nk_cell,13218,111131,11.89
sample07595,yes,PBMC,b_cell,15351,100255,15.31
sample07595,yes,PBMC,cd4_t_cell,27737,100255,27.67
sample07595,yes,PBMC,cd8_t_cell,16643,100255,16.6
sample07595,yes,PBMC,monocyte,23703,100255,23.64
sample07595,yes,PBMC,nk_cell,16821,100255,16.78
sample07614,yes,PBMC,b_cell,8257,105861,7.8
sample07614,yes,PBMC,cd4_t_cell,34225,105861,32.33
sample07614,yes,PBMC,cd8_t_cell,28901,105861,27.3
sample07614,yes,PBMC,monocyte,19750,105861,18.66
sample07614,yes,PBMC,nk_cell,14728,105861,13.91
sample07615,yes,PBMC,b_cell,9742,98534,9.89
sample07615,yes,PBMC,cd4_t_cell,25298,98534,25.67
sample07615,yes,PBMC,cd8_t_cell,15981,98534,16.22
sample07615,yes,PBMC,monocyte,19733,98534,20.03
sample07615,yes,PBMC,nk_cell,27780,98534,28.19
sample07616,yes,PBMC,b_cell,12009,111422,10.78
sample07616,yes,PBMC,cd4_t_cell,39357,111422,35.32
sample07616,yes,PBMC,cd8_t_cell,29381,111422,26.37
sample07616,yes,PBMC,monocyte,16286,111422,14.62
sample07616,yes,PBMC,nk_cell,14389,111422,12.91
sample07620,no,PBMC,b_cell,8959,100603,8.91
sample07620,no,PBMC,cd4_t_cell,29439,100603,29.26
sample07620,no,PBMC,cd8_t_cell,20913,100603,20.79
sample07620,no,PBMC,monocyte,21717,100603,21.59
sample07620,no,PBMC,nk_cell,19575,100603,19.46
sample07621,no,PBMC,b_cell,7840,95097,8.24
sample07621,no,PBMC,cd4_t_cell,25716,95097,27.04
sample07621,no,PBMC,cd8_t_cell,28485,95097,29.95
sample07621,no,PBMC,monocyte,14010,95097,14.73
sample07621,no,PBMC,nk_cell,19046,95097,20.03
sample07622,no,PBMC,b_cell,11091,93577,11.85
sample07622,no,PBMC,cd4_t_cell,28038,93577,29.96
sample07622,no,PBMC,cd8_t_cell,24393,93577,26.07
sample07622,no,PBMC,monocyte,12404,93577,13.26
sample07622,no,PBMC,nk_cell,17651,93577,18.86
sample07632,no,PBMC,b_cell,7338,101693,7.22
sample07632,no,PBMC,cd4_t_cell,28404,101693,27.93
sample07632,no,PBMC,cd8_t_cell,30675,101693,30.16
sample07632,no,PBMC,monocyte,18646,101693,18.34
sample07632,no,PBMC,nk_cell,16630,101693,16.35
sample07633,no,PBMC,b_cell,10463,94189,11.11
sample07633,no,PBMC,cd4_t_cell,27990,94189,29.72
sample07633,no,PBMC,cd8_t_cell,23365,94189,24.81
sample07633,no,PBMC,monocyte,20161,94189,21.4
sample07633,no,PBMC,nk_cell,12210,94189,12.96
sample07634,no,PBMC,b_cell,9188,103231,8.9
sample07634,no,PBMC,cd4_t_cell,29921,103231,28.98
sample07634,no,PBMC,cd8_t_cell,39019,103231,37.8
sample07634,no,PBMC,monocyte,12359,103231,11.97
sample07634,no,PBMC,nk_cell,12744,103231,12.35
sample07644,no,PBMC,b_cell,9853,107169,9.19
sample07644,no,PBMC,cd4_t_cell,29065,107169,27.12
sample07644,no,PBMC,cd8_t_cell,28862,107169,26.93
sample07644,no,PBMC,monocyte,21349,107169,19.92
sample07644,no,PBMC,nk_cell,18040,107169,16.83
sample07645,no,PBMC,b_cell,7949,100782,7.89
sample07645,no,PBMC,cd4_t_cell,25375,100782,25.18
sample07645,no,PBMC,cd8_t_cell,28925,100782,28.7
sample07645,no,PBMC,monocyte,21735,100782,21.57
sample07645,no,PBMC,nk_cell,16798,100782,16.67
sample07646,no,PBMC,b_cell,7663,96494,7.94
sample07646,no,PBMC,cd4_t_cell,27933,96494,28.95
sample07646,no,PBMC,cd8_t_cell,23556,96494,24.41
sample07646,no,PBMC,monocyte,17992,96494,18.65
sample07646,no,PBMC,nk_cell,19350,96494,20.05
sample07647,yes,PBMC,b_cell,11096,94533,11.74
sample07647,yes,PBMC,cd4_t_cell,34651,94533,36.65
sample07647,yes,PBMC,cd8_t_cell,20193,94533,21.36
sample07647,yes,PBMC,monocyte,14361,94533,15.19
sample07647,yes,PBMC,nk_cell,14232,94533,15.06
sample07648,yes,PBMC,b_cell,7773,108878,7.14
sample07648,yes,PBMC,cd4_t_cell,30557,108878,28.07
sample07648,yes,PBMC,cd8_t_cell,27325,108878,25.1
sample07648,yes,PBMC,monocyte,33588,108878,30.85
sample07648,yes,PBMC,nk_cell,9635,108878,8.85
sample07649,yes,PBMC,b_cell,6605,96059,6.88
sample07649,yes,PBMC,cd4_t_cell,18604,96059,19.37
sample07649,yes,PBMC,cd8_t_cell,18161,96059,18.91
sample07649,yes,PBMC,monocyte,34127,96059,35.53
sample07649,yes,PBMC,nk_cell,18562,96059,19.32
sample07653,no,PBMC,b_cell,8798,89517,9.83
sample07653,no,PBMC,cd4_t_cell,24663,89517,27.55
sample07653,no,PBMC,cd8_t_cell,21646,89517,24.18
sample07653,no,PBMC,monocyte,20482,89517,22.88
sample07653,no,PBMC,nk_cell,13928,89517,15.56
sample07654,no,PBMC,b_cell,7955,93506,8.51
sample07654,no,PBMC,cd4_t_cell,36807,93506,39.36
sample07654,no,PBMC,cd8_t_cell,21826,93506,23.34
sample07654,no,PBMC,monocyte,17642,93506,18.87
sample07654,no,PBMC,nk_cell,9276,93506,9.92
sample07655,no,PBMC,b_cell,7664,90225,8.49
sample07655,no,PBMC,cd4_t_cell,33125,90225,36.71
sample07655,no,PBMC,cd8_t_cell,21163,90225,23.46
sample07655,no,PBMC,monocyte,12514,90225,13.87
sample07655,no,PBMC,nk_cell,15759,90225,17.47
sample07665,yes,PBMC,b_cell,6171,92218,6.69
sample07665,yes,PBMC,cd4_t_cell,23990,92218,26.01
sample07665,yes,PBMC,cd8_t_cell,29551,92218,32.04
sample07665,yes,PBMC,monocyte,23328,92218,25.3
sample07665,yes,PBMC,nk_cell,9178,92218,9.95
sample07666,yes,PBMC,b_cell,6430,100105,6.42
sample07666,yes,PBMC,cd4_t_cell,26822,100105,26.79
sample07666,yes,PBMC,cd8_t_cell,33328,100105,33.29
sample07666,yes,PBMC,monocyte,23859,100105,23.83
sample07666,yes,PBMC,nk_cell,9666,100105,9.66
sample07667,yes,PBMC,b_cell,17745,112151,15.82
sample07667,yes,PBMC,cd4_t_cell,30475,112151,27.17
sample07667,yes,PBMC,cd8_t_cell,25924,112151,23.12
sample07667,yes,PBMC,monocyte,23138,112151,20.63
sample07667,yes,PBMC,nk_cell,14869,112151,13.26
sample07674,no,PBMC,b_cell,8870,99767,8.89
sample07674,no,PBMC,cd4_t_cell,35211,99767,35.29
sample07674,no,PBMC,cd8_t_cell,20032,99767,20.08
sample07674,no,PBMC,monocyte,20701,99767,20.75
sample07674,no,PBMC,nk_cell,14953,99767,14.99
sample07675,no,PBMC,b_cell,7482,98448,7.6
sample07675,no,PBMC,cd4_t_cell,37311,98448,37.9
sample07675,no,PBMC,cd8_t_cell,21474,98448,21.81
sample07675,no,PBMC,monocyte,20301,98448,20.62
sample07675,no,PBMC,nk_cell,11880,98448,12.07
sample07676,no,PBMC,b_cell,7832,97725,8.01
sample07676,no,PBMC,cd4_t_cell,22500,97725,23.02
sample07676,no,PBMC,cd8_t_cell,28778,97725,29.45
sample07676,no,PBMC,monocyte,19921,97725,20.38
sample07676,no,PBMC,nk_cell,18694,97725,19.13
sample07698,no,PBMC,b_cell,8555,104236,8.21
sample07698,no,PBMC,cd4_t_cell,30418,104236,29.18
sample07698,no,PBMC,cd8_t_cell,29413,104236,28.22
sample07698,no,PBMC,monocyte,12794,104236,12.27
sample07698,no,PBMC,nk_cell,23056,104236,22.12
sample07699,no,PBMC,b_cell,10571,104553,10.11
sample07699,no,PBMC,cd4_t_cell,27072,104553,25.89
sample07699,no,PBMC,cd8_t_cell,29434,104553,28.15
sample07699,no,PBMC,monocyte,22139,104553,21.17
sample07699,no,PBMC,nk_cell,15337,104553,14.67
sample07700,no,PBMC,b_cell,12877,108119,11.91
sample07700,no,PBMC,cd4_t_cell,22535,108119,20.84
sample07700,no,PBMC,cd8_t_cell,34744,108119,32.13
sample07700,no,PBMC,monocyte,18635,108119,17.24
sample07700,no,PBMC,nk_cell,19328,108119,17.88
sample07710,no,PBMC,b_cell,20129,96856,20.78
sample07710,no,PBMC,cd4_t_cell,22357,96856,23.08
sample07710,no,PBMC,cd8_t_cell,25467,96856,26.29
sample07710,no,PBMC,monocyte,13037,96856,13.46
sample07710,no,PBMC,nk_cell,15866,96856,16.38
sample07711,no,PBMC,b_cell,8315,104373,7.97
sample07711,no,PBMC,cd4_t_cell,35880,104373,34.38
sample07711,no,PBMC,cd8_t_cell,21550,104373,20.65
sample07711,no,PBMC,monocyte,24062,104373,23.05
sample07711,no,PBMC,nk_cell,14566,104373,13.96
sample07712,no,PBMC,b_cell,10534,105842,9.95
sample07712,no,PBMC,cd4_t_cell,36537,105842,34.52
sample07712,no,PBMC,cd8_t_cell,30972,105842,29.26
sample07712,no,PBMC,monocyte,16295,105842,15.4
sample07712,no,PBMC,nk_cell,11504,105842,10.87
sample07722,no,PBMC,b_cell,7025,92462,7.6
sample07722,no,PBMC,cd4_t_cell,29720,92462,32.14
sample07722,no,PBMC,cd8_t_cell,23473,92462,25.39
sample07722,no,PBMC,monocyte,21464,92462,23.21
sample07722,no,PBMC,nk_cell,10780,92462,11.66
sample07723,no,PBMC,b_cell,9130,89478,10.2
sample07723,no,PBMC,cd4_t_cell,18707,89478,20.91
sample07723,no,PBMC,cd8_t_cell,29113,89478,32.54
sample07723,no,PBMC,monocyte,16591,89478,18.54
sample07723,no,PBMC,nk_cell,15937,89478,17.81
sample07724,no,PBMC,b_cell,9742,104246,9.35
sample07724,no,PBMC,cd4_t_cell,26011,104246,24.95
sample07724,no,PBMC,cd8_t_cell,27131,104246,26.03
sample07724,no,PBMC,monocyte,28861,104246,27.69
sample07724,no,PBMC,nk_cell,12501,104246,11.99
sample07725,yes,PBMC,b_cell,9300,118260,7.86
sample07725,yes,PBMC,cd4_t_cell,57081,118260,48.27
sample07725,yes,PBMC,cd8_t_cell,13774,118260,11.65
sample07725,yes,PBMC,monocyte,24337,118260,20.58
sample07725,yes,PBMC,nk_cell,13768,118260,11.64
sample07726,yes,PBMC,b_cell,6539,92686,7.06
sample07726,yes,PBMC,cd4_t_cell,25839,92686,27.88
sample07726,yes,PBMC,cd8_t_cell,23793,92686,25.67
sample07726,yes,PBMC,monocyte,22732,92686,24.53
sample07726,yes,PBMC,nk_cell,13783,92686,14.87
sample07727,yes,PBMC,b_cell,10733,95436,11.25
sample07727,yes,PBMC,cd4_t_cell,27762,95436,29.09
sample07727,yes,PBMC,cd8_t_cell,22045,95436,23.1
sample07727,yes,PBMC,monocyte,19831,95436,20.78
sample07727,yes,PBMC,nk_cell,15065,95436,15.79
sample07734,no,PBMC,b_cell,6532,94162,6.94
sample07734,no,PBMC,cd4_t_cell,27195,94162,28.88
sample07734,no,PBMC,cd8_t_cell,22253,94162,23.63
sample07734,no,PBMC,monocyte,27881,94162,29.61
sample07734,no,PBMC,nk_cell,10301,94162,10.94
sample07735,no,PBMC,b_cell,9907,101982,9.71
sample07735,no,PBMC,cd4_t_cell,26968,101982,26.44
sample07735,no,PBMC,cd8_t_cell,31689,101982,31.07
sample07735,no,PBMC,monocyte,12728,101982,12.48
sample07735,no,PBMC,nk_cell,20690,101982,20.29
sample07736,no,PBMC,b_cell,10265,97518,10.53
sample07736,no,PBMC,cd4_t_cell,22561,97518,23.14
sample07736,no,PBMC,cd8_t_cell,21583,97518,22.13
sample07736,no,PBMC,monocyte,24178,97518,24.79
sample07736,no,PBMC,nk_cell,18931,97518,19.41
sample07746,no,PBMC,b_cell,6881,90017,7.64
sample07746,no,PBMC,cd4_t_cell,30911,90017,34.34
sample07746,no,PBMC,cd8_t_cell,19514,90017,21.68
sample07746,no,PBMC,monocyte,17460,90017,19.4
sample07746,no,PBMC,nk_cell,15251,90017,16.94
sample07747,no,PBMC,b_cell,9037,107851,8.38
sample07747,no,PBMC,cd4_t_cell,19722,107851,18.29
sample07747,no,PBMC,cd8_t_cell,34115,107851,31.63
sample07747,no,PBMC,monocyte,29116,107851,27.0
sample07747,no,PBMC,nk_cell,15861,107851,14.71
sample07748,no,PBMC,b_cell,6080,92772,6.55
sample07748,no,PBMC,cd4_t_cell,24812,92772,26.75
sample07748,no,PBMC,cd8_t_cell,25668,92772,27.67
sample07748,no,PBMC,monocyte,22971,92772,24.76
sample07748,no,PBMC,nk_cell,13241,92772,14.27
sample07761,yes,PBMC,b_cell,7773,95689,8.12
sample07761,yes,PBMC,cd4_t_cell,29922,95689,31.27
sample07761,yes,PBMC,cd8_t_cell,20518,95689,21.44
sample07761,yes,PBMC,monocyte,21034,95689,21.98
sample07761,yes,PBMC,nk_cell,16442,95689,17.18
sample07762,yes,PBMC,b_cell,4341,98342,4.41
sample07762,yes,PBMC,cd4_t_cell,26758,98342,27.21
sample07762,yes,PBMC,cd8_t_cell,28345,98342,28.82
sample07762,yes,PBMC,monocyte,24039,98342,24.44
sample07762,yes,PBMC,nk_cell,14859,98342,15.11
sample07763,yes,PBMC,b_cell,9501,99029,9.59
sample07763,yes,PBMC,cd4_t_cell,36474,99029,36.83
sample07763,yes,PBMC,cd8_t_cell,25017,99029,25.26
sample07763,yes,PBMC,monocyte,14932,99029,15.08
sample07763,yes,PBMC,nk_cell,13105,99029,13.23
sample07800,yes,PBMC,b_cell,15262,105323,14.49
sample07800,yes,PBMC,cd4_t_cell,35986,105323,34.17
sample07800,yes,PBMC,cd8_t_cell,19767,105323,18.77
sample07800,yes,PBMC,monocyte,14589,105323,13.85
sample07800,yes,PBMC,nk_cell,19719,105323,18.72
sample07801,yes,PBMC,b_cell,16050,111051,14.45
sample07801,yes,PBMC,cd4_t_cell,27426,111051,24.7
sample07801,yes,PBMC,cd8_t_cell,27010,111051,24.32
sample07801,yes,PBMC,monocyte,24301,111051,21.88
sample07801,yes,PBMC,nk_cell,16264,111051,14.65
sample07802,yes,PBMC,b_cell,8193,95342,8.59
sample07802,yes,PBMC,cd4_t_cell,23871,95342,25.04
sample07802,yes,PBMC,cd8_t_cell,27119,95342,28.44
sample07802,yes,PBMC,monocyte,20956,95342,21.98
sample07802,yes,PBMC,nk_cell,15203,95342,15.95
sample07809,no,PBMC,b_cell,7650,89140,8.58
sample07809,no,PBMC,cd4_t_cell,24340,89140,27.31
sample07809,no,PBMC,cd8_t_cell,25092,89140,28.15
sample07809,no,PBMC,monocyte,18757,89140,21.04
sample07809,no,PBMC,nk_cell,13301,89140,14.92
sample07810,no,PBMC,b_cell,8130,104887,7.75
sample07810,no,PBMC,cd4_t_cell,24965,104887,23.8
sample07810,no,PBMC,cd8_t_cell,33851,104887,32.27
sample07810,no,PBMC,monocyte,17623,104887,16.8
sample07810,no,PBMC,nk_cell,20318,104887,19.37
sample07811,no,PBMC,b_cell,4479,103371,4.33
sample07811,no,PBMC,cd4_t_cell,37231,103371,36.02
sample07811,no,PBMC,cd8_t_cell,29071,103371,28.12
sample07811,no,PBMC,monocyte,17140,103371,16.58
